id,rank,workers,company,url,state_l,state_s,city,growth,revenue,ifmid,ifiid,metro,industry,yrs_on_list
43694,1527,107,Health Carousel,health-carousel,Ohio,OH,Cincinnati,248.782,56923308,47,10,Cincinnati,Health,1
19431,1530,581,SevOne,sevone,Massachusetts,MA,Boston,248.1828,89342950,6,9,Boston,Software,5
17547,1532,180,SBG Technology Solutions,sbg-technology-solutions,Virginia,VA,Alexandria,247.878,33891389,3,7,"Washington, DC",Government Services,5
22451,1538,155,Azzur Group,azzur-group,Pennsylvania,PA,Willow Grove,247.3522,23480694,49,10,Philadelphia,Health,5
26190,1544,312,Ameex Technologies,ameex-technologies,Illinois,IL,SCHAUMBURG,246.6909,5393068,17,8,Chicago,IT Services,3
43702,1546,190,ARIIX,ariix,Utah,UT,Bountiful,246.3828,111705000,12,4,Salt Lake City,Consumer Products & Services,1
24057,1548,170,Crown Laboratories,crown-laboratories,Tennessee,TN,Johnson City,246.0307,34407146,222,15,"Johnson City, TN",Manufacturing,4
37273,1550,200,Spokeo,spokeo,California,CA,Pasadena,245.6519,78660000,2,4,Los Angeles,Consumer Products & Services,2
21694,1555,1390,American Eagle Protective Services,american-eagle-protective-services,Texas,TX,Austin,244.5775,99593611,18,13,Austin,Security,5
22892,1556,350,The HCI Group,the-hci-group,Florida,FL,Jacksonville,244.3752,87242152,64,10,"Jacksonville, FL",Health,4
19927,1558,420,Central Research,central-research,Arkansas,AR,Lowell,244.0698,17024309,235,7,"Fayetteville-Springdale-Rogers, AR-MO",Government Services,6
25350,1564,407,Accurate Background,accurate-background,California,CA,Irvine,242.3755,74079812,2,21,Los Angeles,Human Resources,3
38011,1569,533,Somerset Landscape,somerset-landscape,Arizona,AZ,Chandler,240.7653,31063358,46,17,Phoenix,Business Products & Services,2
20195,1570,225,New Signature,new-signature,District of Columbia,DC,washington,240.6901,27647000,3,8,"Washington, DC",IT Services,6
26188,1576,122,Fora Financial,fora-financial,New York,NY,New York,239.6042,33974000,9,2,New York City,Financial Services,3
21373,1577,170,Clearent,clearent,Missouri,MO,Clayton,239.5323,160136000,74,2,"St. Louis, MO-IL",Financial Services,5
23929,1579,122,Computer Network Support & Service,computer-network-support-service,California,CA,Burbank,239.1921,8825323,2,8,Los Angeles,IT Services,3
23765,1585,136,Emagine IT,emagine-it,Virginia,VA,Fairfax,237.9864,39165069,3,7,"Washington, DC",Government Services,3
21791,1586,450,Sunrise Detox Centers,sunrise-detox-centers,Florida,FL,lake worth,237.8154,70343693,1,10,Miami,Health,5
19877,1589,193,BayFirst Solutions,bayfirst-solutions,District of Columbia,DC,Washington,237.5883,42742574,3,7,"Washington, DC",Government Services,3
37549,1591,150,CE-SOLUTIONS,ce-solutions,Pennsylvania,PA,Kennett Square,237.1904,9383983,49,21,Philadelphia,Human Resources,2
43714,1593,118,Sentar,sentar,Alabama,AL,Huntsville,237.0687,24042942,69,7,"Huntsville, AL",Government Services,1
21997,1598,2504,ABC Phones of North Carolina,abc-phones-of-north-carolina,North Carolina,NC,Greenville,236.2552,781903981,277,14,"Greenville, NC",Telecommunications,6
23066,1600,1280,SearchPros Solutions,searchpros-solutions,California,CA,Citrus Heights,236.0275,31904000,1011,21,"Sacramento, CA",Human Resources,2
37427,1601,386,Benzer Pharmacy,benzer-pharmacy,Florida,FL,Tampa,235.555,125056743,7,10,Tampa,Health,2
25798,1606,250,L&E Research,le-research,North Carolina,NC,Raleigh,234.4366,10552923,1029,5,"Raleigh, NC",Advertising & Marketing,3
24658,1609,276,WGI,wgi,Florida,FL,West Palm Beach,233.5466,51053113,1,24,Miami,Engineering,3
111,1613,469,BlackLine,blackline,California,CA,Los Angeles,233.1836,83606529,2,9,Los Angeles,Software,9
37046,1626,400,Grand Avenue Realty & Lending,grand-avenue-realty-lending,California,CA,Anaheim,231.1952,4839034,2,3,Los Angeles,Real Estate,2
25443,1629,299,Behavioral Health Works,behavioral-health-works,California,CA,Anaheim,230.9799,8653613,2,10,Los Angeles,Health,3
43727,1630,850,NoHo Hospitality Group,noho-hospitality-group,New York,NY,New York,230.7141,66638882,9,11,New York City,Food & Beverage,1
20558,1632,105,Business Information Technology Solutions,business-information-technology-solutions,Virginia,VA,Falls Church,230.1093,21500082,3,8,"Washington, DC",IT Services,6
23433,1634,155,iUnlimited Investigative Services,iunlimited-investigative-services,California,CA,Sacramento,229.8077,9618236,1011,13,"Sacramento, CA",Security,4
37436,1636,688,Benchmark Realty,benchmark-realty,Tennessee,TN,Franklin,229.4027,42709063,82,3,Nashville,Real Estate,2
24015,1637,200,Abbeville Dental Health Management,abbeville-dental-health-management,Texas,TX,Lubbock,229.2663,20734847,886,10,"Lubbock, TX",Health,4
43730,1645,140,ThinkSys,thinksys,California,CA,Sunnyvale,228.003,2349640,20,8,San Jose,IT Services,1
43734,1649,307,Swoon Group,swoon-group,Illinois,IL,Chicago,227.7422,26887547,17,21,Chicago,Human Resources,1
37998,1656,120,KRG Technologies,krg-technologies,California,CA,Valencia,226.3989,53014366,2,8,Los Angeles,IT Services,2
21308,1660,100,WillowTree,willowtree,Virginia,VA,Charlottesville,225.909,12944981,106,9,"Charlottesville, VA",Software,5
1627,1661,1543,Access Information Management,access-information-management,California,CA,Livermore,225.8225,193660110,20,17,San Jose,Business Products & Services,8
37227,1663,311,ThreeBridge Solutions,threebridge-solutions,Minnesota,MN,Minneapolis,225.2429,45842567,13,8,Minneapolis,IT Services,2
24436,1665,107,Atlas Research,atlas-research,District of Columbia,DC,Washington,225.0514,21167771,3,7,"Washington, DC",Government Services,3
37996,1667,150,DECO Lighting,deco-lighting,California,CA,Commerce,223.8708,33200000,2,15,Los Angeles,Manufacturing,2
23541,1670,185,RP Funding,rp-funding,Florida,FL,Maitland,223.4858,39181543,68,2,"Orlando, FL",Financial Services,3
5053,1671,207,Venture Technologies,venture-technologies,Mississippi,MS,Ridgeland,223.4873,123331556,96,13,"Jackson, MS",Security,3
38022,1681,200,SmartFlyer,smartflyer,New York,NY,New York,221.7237,111799000,9,22,New York City,Travel & Hospitality,2
36679,1682,179,PosiGen,posigen,Louisiana,LA,Metairie,221.5929,50526238,1010,16,"New Orleans-Metairie, LA",Energy,2
25902,1683,198,Native Hawaiian Veterans,native-hawaiian-veterans,Hawaii,HI,Honolulu,221.5378,33297601,1002,7,"Urban Honolulu, HI",Government Services,3
25622,1684,175,Allegheny Science & Technology,allegheny-science-technology,West Virginia,WV,Bridgeport,221.3785,19958290,508,7,"Fairmont, WV",Government Services,3
43745,1686,126,Capital Teas,capital-teas,Maryland,MD,Annapolis,220.1039,4315000,35,11,Baltimore,Food & Beverage,1
37036,1687,363,Coastal Management Solutions,coastal-management-solutions,Virginia,VA,Virginia Beach,220.082,39750834,15,7,"Virginia Beach-Norfolk-Newport News, VA-NC",Government Services,2
19594,1690,369,Code42,code42,Minnesota,MN,Minneapolis,219.5521,84026771,13,9,Minneapolis,Software,6
37374,1697,202,SYNERGEN Health,synergen-health,Texas,TX,Dallas,218.7932,5949306,8,10,Dallas,Health,2
23366,1700,220,Private Prep,private-prep,New York,NY,New York,218.5216,8058679,9,19,New York City,Education,4
37256,1701,371,Marathon Health,marathon-health,Vermont,VT,Winooski,218.3707,47953000,156,10,"Burlington-South Burlington, VT",Health,2
43750,1702,100,Icona Resorts,icona-resorts,New Jersey,NJ,Wildwood Crest,218.3503,6331794,466,22,"Ocean City, NJ",Travel & Hospitality,1
23349,1712,283,Ruoff Home Mortgage,ruoff-home-mortgage,Indiana,IN,Fort Wayne,217.1579,48073851,162,2,"Fort Wayne, IN",Financial Services,4
43755,1713,157,Compass Self Storage,compass-self-storage,Ohio,OH,Cleveland,217.1426,37899142,79,6,Cleveland,Logistics & Transportation,1
1937,1715,232,Net Health,net-health,Pennsylvania,PA,Pittsburgh,217.0013,38205000,52,10,"Pittsburgh, PA",Health,7
24303,1726,172,National Funding,national-funding,California,CA,San Diego,215.4967,59075878,11,2,San Diego,Financial Services,4
25136,1728,220,Listrak,listrak,Pennsylvania,PA,Lititz,215.1765,35118407,305,18,"Lancaster, PA",Retail,3
21014,1742,148,AustinCSI,austincsi,Texas,TX,Plano,213.4818,26315576,8,8,Dallas,IT Services,5
25911,1746,106,InfoPeople,infopeople,New York,NY,New York,213.2817,13897679,9,8,New York City,IT Services,3
43767,1748,250,Booker,booker,New York,NY,New York,212.9879,22614489,9,9,New York City,Software,1
23999,1754,380,Mainstream Boutique,mainstream-boutique,Minnesota,MN,Minneapolis,212.4937,21464472,13,18,Minneapolis,Retail,4
18532,1758,80000,Universal Services of America,universal-services-of-america,California,CA,Santa Ana,212.1463,1641075000,2,13,Los Angeles,Security,7
17597,1760,110,eTERA Consulting,etera-consulting,District of Columbia,DC,"Washington, DC",211.9725,14634364,3,17,"Washington, DC",Business Products & Services,3
43772,1761,117,Impact Partnership,impact-partnership,Georgia,GA,Kennesaw,211.6902,28848713,29,1,Atlanta,Insurance,1
20982,1763,247,Applause,applause,Massachusetts,MA,Framingham,211.6298,53048833,6,17,Boston,Business Products & Services,5
43775,1769,301,Yogibo,yogibo,New Hampshire,NH,Nashua,210.9853,14989602,24,18,"Manchester-Nashua, NH",Retail,1
17468,1773,200,Soft Tech Consulting,soft-tech-consulting,Virginia,VA,Chantilly,210.6361,38200453,3,7,"Washington, DC",Government Services,7
23986,1774,550,Silicus Technologies,silicus-technologies,Texas,TX,Houston,210.5535,13461748,22,8,Houston,IT Services,4
25552,1776,220,Venus Construction,venus-construction,Texas,TX,Mansfield,209.9702,34728671,8,20,Dallas,Construction,3
23086,1777,431,Patina Solutions,patina-solutions,Wisconsin,WI,Brookfield,209.9032,31659925,27,21,"Milwaukee-Waukesha-West Allis, WI",Human Resources,4
25159,1779,200,Centroid,centroid,Michigan,MI,Troy,209.5759,48418647,50,9,Detroit,Software,3
43779,1784,178,Saratoga Medical Center,saratoga-medical-center,Virginia,VA,Fairfax,209.0454,15768663,3,10,"Washington, DC",Health,1
23046,1788,140,Dane Street,dane-street,Massachusetts,MA,Boston,208.6354,29132118,6,10,Boston,Health,4
1815,1792,850,US Tech Solutions,us-tech-solutions,New Jersey,NJ,Jersey City,207.9118,115121730,9,8,New York City,IT Services,6
24877,1793,147,EverQuote,everquote,Massachusetts,MA,Cambridge,207.726,96797918,6,5,Boston,Advertising & Marketing,3
19824,1795,140,Tilson Technology Management,tilson-technology-management,Maine,ME,Portland,206.9478,21651707,1018,14,"Portland-South Portland, ME",Telecommunications,6
21348,1799,139,RevolutionEHR,revolutionehr,Wisconsin,WI,Madison,206.8438,10757311,78,9,"Madison, WI",Software,5
17579,1805,198,Rise Interactive,rise-interactive,Illinois,IL,Chicago,205.9716,58146851,17,5,Chicago,Advertising & Marketing,7
37299,1808,450,Teads,teads,New York,NY,New York,205.66,142300000,9,5,New York City,Advertising & Marketing,2
25846,1810,101,EcoSense,ecosense,California,CA,Los Angeles,205.4408,26526466,2,20,Los Angeles,Construction,3
37111,1815,136,Strategy and Management Services,strategy-and-management-services,Virginia,VA,Springfield,204.3301,16506986,3,7,"Washington, DC",Government Services,2
26163,1819,102,EnableComp,enablecomp,Tennessee,TN,Franklin,204.1781,9845000,82,10,Nashville,Health,3
43794,1826,121,HomeCity Real Estate,homecity-real-estate,Texas,TX,Austin,203.6982,9862938,18,3,Austin,Real Estate,1
23611,1833,101,MedTouch,medtouch,Massachusetts,MA,Somerville,202.8786,17124902,6,10,Boston,Health,4
26329,1835,635,Alliance Health,alliance-health,Utah,UT,South Jordan,202.8166,175408778,12,10,Salt Lake City,Health,3
43798,1837,416,Paragon Healthcare,paragon-healthcare,Texas,TX,Dallas,202.6388,146798222,8,10,Dallas,Health,1
37631,1843,550,Dig Inn,dig-inn,New York,NY,New York,202.1349,32234871,9,11,New York City,Food & Beverage,2
26598,1845,1860,Point 2 Point Global Security,point-2-point-global-security,Texas,TX,Addison,201.8434,39943153,8,13,Dallas,Security,3
38178,1848,108,J2 Interactive,j2-interactive,Massachusetts,MA,Charlestown,201.7115,19769583,6,10,Boston,Health,2
23462,1850,100,Three Twins Ice Cream,three-twins-ice-cream,California,CA,Petaluma,201.6631,11276437,4,11,San Francisco,Food & Beverage,4
19531,1851,139,Metova,metova,Tennessee,TN,Franklin,201.6079,10162703,82,9,Nashville,Software,6
37623,1853,159,Meridith Baer Home,meridith-baer-home,California,CA,South Gate,201.2205,28549874,2,3,Los Angeles,Real Estate,2
17715,1859,153,Sullivan Solar Power,sullivan-solar-power,California,CA,San Diego,200.3295,50115922,11,16,San Diego,Energy,7
43808,1863,512,Aurify Brands,aurify-brands,New York,NY,New york,199.8025,41604862,9,11,New York City,Food & Beverage,1
37129,1866,105,OpenArc,openarc,Pennsylvania,PA,Wexford,199.5806,9551512,52,8,"Pittsburgh, PA",IT Services,2
22787,1869,884,Data Dimensions,data-dimensions,Wisconsin,WI,Janesville,199.1537,72740158,1042,17,"Janesville-Beloit, WI",Business Products & Services,4
154,1871,1040,College Hunks Hauling Junk and Moving,college-hunks-hauling-junk-and-moving,Florida,FL,Tampa,198.8371,33709000,7,4,Tampa,Consumer Products & Services,7
43812,1873,143,Atlas General Insurance Services,atlas-general-insurance-services,California,CA,San Diego,198.7395,57664251,11,1,San Diego,Insurance,1
23290,1874,180,Power Grid Engineering,power-grid-engineering,Florida,FL,Lake Mary,198.6051,33482023,68,24,"Orlando, FL",Engineering,3
21238,1876,127,FluidEdge Consulting,fluidedge-consulting,Pennsylvania,PA,Malvern,198.4717,26053973,49,10,Philadelphia,Health,5
24019,1881,350,ODC,odc,Florida,FL,Orlando,197.8421,80462491,68,20,"Orlando, FL",Construction,2
43814,1882,347,Azule Staffing,azule-staffing,Minnesota,MN,Eagan,197.7945,10205057,13,8,Minneapolis,IT Services,1
43815,1885,1280,MedSpeed,medspeed,Illinois,IL,Elmhurst,197.6931,59968274,17,10,Chicago,Health,1
21888,1887,113,Atlas RFID Solutions,atlas-rfid-solutions,Alabama,AL,Birmingham,197.6724,21471229,140,9,"Birmingham-Hoover, AL",Software,5
5049,1888,1200,WorkForce Solutions Group,workforce-solutions-group,California,CA,Lake Forest,197.6502,30340649,2,21,Los Angeles,Human Resources,3
20975,1890,720,Acquia,acquia,Massachusetts,MA,Boston,197.4648,128011000,6,9,Boston,Software,5
25641,1893,221,Granbury Solutions,granbury-solutions,Texas,TX,Grapevine,197.0653,21328395,8,11,Dallas,Food & Beverage,3
37057,1899,128,3S Business Corporation,3s-business-corporation,Texas,TX,Houston,196.451,12000000,22,8,Houston,IT Services,2
24054,1904,3964,Freedom Mortgage,freedom-mortgage,New Jersey,NJ,Mount Laurel,196.0264,762199793,49,2,Philadelphia,Financial Services,4
25523,1915,111,Datalot,datalot,New York,NY,New York,194.5259,43898635,9,17,New York City,Business Products & Services,3
3311,1918,125,Veracity Engineering,veracity-engineering,District of Columbia,DC,Washington,194.341,35855881,3,7,"Washington, DC",Government Services,8
43826,1931,185,Dress Up,dress-up,Georgia,GA,Gainesville,192.4038,13402628,203,18,"Gainesville, GA",Retail,1
21663,1932,128,Simpson Plastering,simpson-plastering,Alabama,AL,Birmingham,192.3321,11903236,140,20,"Birmingham-Hoover, AL",Construction,2
43828,1935,127,Ideal Impact,ideal-impact,Texas,TX,Grapevine,192.0667,10360425,8,16,Dallas,Energy,1
19422,1937,396,ISHPI,ishpi,South Carolina,SC,Mt. Pleasant,191.8551,50188308,536,8,"Charleston-North Charleston, SC",IT Services,6
23032,1939,411,CWU,cwu,Florida,FL,Clearwater,191.6247,29551138,7,7,Tampa,Government Services,3
37622,1941,100,Arrow Consulting & Design,arrow-consulting-design,Florida,FL,West Palm Beach,191.5341,10293374,1,9,Miami,Software,2
26179,1942,168,MCSG Technologies,mcsg-technologies,Oklahoma,OK,Norman,191.48,9299582,38,8,"Oklahoma City, OK",IT Services,3
1032,1947,245,Strategic Resources International,strategic-resources-international,New Jersey,NJ,Parlin,190.6561,24275600,9,8,New York City,IT Services,6
43832,1950,164,FEDITC,feditc,Maryland,MD,Rockville,190.4434,33968778,3,7,"Washington, DC",Government Services,1
10985,1951,166,SupplyCore,supplycore,Illinois,IL,Rockford,190.295,251828000,190,7,"Rockford, IL",Government Services,6
43834,1954,835,Dirty Robber,dirty-robber,California,CA,Los Angeles,190.0796,3778942,2,12,Los Angeles,Media,1
43835,1955,617,PinnacleART,pinnacleart,Texas,TX,Pasadena,190.0715,78265763,22,24,Houston,Engineering,1
19722,1957,124,CollabraLink Technologies,collabralink-technologies,Virginia,VA,McLean,189.8634,19818584,3,8,"Washington, DC",IT Services,6
23425,1960,579,Payoneer,payoneer,New York,NY,New York,189.5628,117021000,9,2,New York City,Financial Services,4
21575,1967,215,Coast Professional,coast-professional,Louisiana,LA,West Monroe,188.8405,49611603,441,2,"Monroe, LA",Financial Services,5
37646,1972,263,Global Technology Associates,global-technology-associates,Virginia,VA,Reston,188.4625,38210720,3,14,"Washington, DC",Telecommunications,2
23194,1976,800,North American Dental Group,north-american-dental-group,Pennsylvania,PA,New Castle,188.2944,88044094,220,10,"New Castle, PA",Health,4
21825,1978,250,Accelerated Claims,accelerated-claims,Georgia,GA,Kennesaw,187.7766,11297294,29,1,Atlanta,Insurance,5
37735,1982,102,EXB Solutions,exb-solutions,Minnesota,MN,Minnetonka,187.4268,12309713,13,9,Minneapolis,Software,2
21570,1988,525,Kareo,kareo,California,CA,Irvine,187.1233,55978262,2,9,Los Angeles,Software,5
37939,1991,532,Curriculum Associates,curriculum-associates,Massachusetts,MA,North Billerica,187.0049,110691703,6,19,Boston,Education,2
25153,2001,110,Marathon TS,marathon-ts,Virginia,VA,Kilmarnock,186.2669,10257323,998,7,,Government Services,3
43852,2004,125,IntelliWare,intelliware,Virginia,VA,Fredericksburg,185.7313,18829880,3,7,"Washington, DC",Government Services,1
22560,2005,392,BANYAN INVESTMENT GROUP,banyan-investment-group,Florida,FL,Miramar Beach,185.7267,50654464,1030,22,"Crestview-Fort Walton Beach-Destin, FL",Travel & Hospitality,5
20853,2007,225,Aurico,aurico,Illinois,IL,Arlington Heights,185.3712,27723191,17,21,Chicago,Human Resources,6
22019,2011,212,The Select Group,the-select-group,North Carolina,NC,Raleigh,185.1804,110556328,1029,21,"Raleigh, NC",Human Resources,10
25357,2012,355,Centric Digital,centric-digital,New York,NY,New York,185.1277,40414000,9,17,New York City,Business Products & Services,3
23109,2015,340,Blueline Security Services,blueline-security-services,Maryland,MD,Landover,184.8492,6588964,3,13,"Washington, DC",Security,4
21421,2017,174,RoundTower Technologies,roundtower-technologies,Ohio,OH,Cincinnati,184.7049,140416261,47,8,Cincinnati,IT Services,5
17834,2018,144,Renters Warehouse,renters-warehouse,Minnesota,MN,Bloomington,184.4144,15048965,13,3,Minneapolis,Real Estate,7
1955,2020,363,SAFEbuilt,safebuilt,Colorado,CO,Loveland,184.2016,31775261,1009,7,"Fort Collins, CO",Government Services,6
21345,2030,412,Cariloha,cariloha,Utah,UT,Sandy,183.6313,36480331,12,18,Salt Lake City,Retail,5
5887,2031,274,Buchanan & Edwards,buchanan-edwards,Virginia,VA,Arlington,183.5423,78400172,3,8,"Washington, DC",IT Services,7
37469,2032,300,Edge,edge,Utah,UT,Provo,183.4848,15704707,912,4,"Heber, UT",Consumer Products & Services,2
22921,2038,426,Pangea Properties,pangea-properties,Illinois,IL,Chicago,183.0769,90528000,17,3,Chicago,Real Estate,4
24850,2043,335,Caliber The Wealth Development Company,caliber-the-wealth-development-company,Arizona,AZ,Scottsdale,182.6822,43680032,46,3,Phoenix,Real Estate,3
37755,2048,157,Skytap,skytap,Washington,WA,Seattle,182.1326,27334253,23,9,Seattle,Software,2
25265,2050,128,Concurrency,concurrency,Wisconsin,WI,Brookfield,181.9518,18948488,27,8,"Milwaukee-Waukesha-West Allis, WI",IT Services,3
25859,2051,174,Baldwin Risk Partners,baldwin-risk-partners,Florida,FL,Tampa,181.691,24412317,7,1,Tampa,Insurance,3
37633,2054,383,Privilege Underwriters Reciprocal Exchange (PURE),privilege-underwriters-reciprocal-exchange-pure,New York,NY,White Plains,181.4971,490488574,9,1,New York City,Insurance,2
37237,2055,131,Purple Land Management,purple-land-management,Texas,TX,Fort Worth,181.4432,37325000,8,16,Dallas,Energy,2
23692,2058,114,Curant Health,curant-health,Georgia,GA,Smyrna,181.15,186161120,29,10,Atlanta,Health,4
37652,2059,1598,FCR,fcr,Oregon,OR,Eugene,181.1253,48744642,1016,17,"Eugene, OR",Business Products & Services,2
21636,2061,665,Advance Financial,advance-financial,Tennessee,TN,Nashville,180.7002,101345137,82,2,Nashville,Financial Services,5
24479,2064,241,Salas O'Brien,salas-obrien,California,CA,San Jose,180.4895,42564660,20,24,San Jose,Engineering,4
19976,2068,406,Dyn,dyn,New Hampshire,NH,Manchester,180.2677,77396833,24,8,"Manchester-Nashua, NH",IT Services,5
18616,2073,525,Peak Health Solutions,peak-health-solutions,Tennessee,TN,Franklin,179.4951,27726066,82,10,Nashville,Health,5
25258,2076,400,Imacuclean,imacuclean,New York,NY,New York,179.1919,7473311,9,17,New York City,Business Products & Services,3
43873,2079,650,Sage IT,sage-it,Texas,TX,Frisco,179.0764,35445299,8,8,Dallas,IT Services,1
25231,2092,174,Minute Key,minute-key,Colorado,CO,Boulder,177.3232,31080329,31,4,"Boulder, CO",Consumer Products & Services,3
21840,2093,104,Dimagi,dimagi,Massachusetts,MA,Cambridge,177.3146,10554057,6,10,Boston,Health,5
22873,2094,418,ApTask,aptask,New Jersey,NJ,Edison,177.1433,25664109,9,8,New York City,IT Services,4
1841,2096,259,Bankers Healthcare Group,bankers-healthcare-group,Florida,FL,Davie,176.8101,143452514,1,2,Miami,Financial Services,10
43884,2107,105,Concept Services,concept-services,Ohio,OH,Medina,175.9997,6763889,79,5,Cleveland,Advertising & Marketing,1
21052,2108,106,Clarity Software Solutions,clarity-software-solutions,Connecticut,CT,Madison,175.982,63658000,70,1,"New Haven-Milford, CT",Insurance,5
23390,2109,800,Episource,episource,California,CA,Gardena,175.9359,25940805,2,10,Los Angeles,Health,4
37531,2118,185,Dumbo Moving + Storage,dumbo-moving-storage,New York,NY,Brooklyn,175.3852,11088451,9,6,New York City,Logistics & Transportation,2
43888,2119,315,Right At School,right-at-school,Illinois,IL,Evanston,175.2868,6747906,17,19,Chicago,Education,1
21653,2122,310,OGSystems,ogsystems,Virginia,VA,Chantilly,175.1564,74261823,3,7,"Washington, DC",Government Services,5
22125,2126,167,DPM Fragrance,dpm-fragrance,Mississippi,MS,Starkville,174.855,27200018,627,15,"Columbus, MS",Manufacturing,5
37885,2128,185,Veristat,veristat,Massachusetts,MA,Southborough,174.7573,28300000,6,10,Boston,Health,2
43891,2134,125,Pharmedquest,pharmedquest,California,CA,Brea,174.3707,62172571,2,10,Los Angeles,Health,1
21464,2136,114,ValidaTek,validatek,Virginia,VA,Arlington,173.895,18518062,3,8,"Washington, DC",IT Services,5
25109,2139,620,VIVA Pediatrics,viva-pediatrics,Texas,TX,Richardson,173.5506,17987643,8,10,Dallas,Health,3
36986,2142,391,Assurex Health,assurex-health,Ohio,OH,Mason,172.8613,54476256,47,10,Cincinnati,Health,2
21768,2144,613,Alert Logic,alert-logic,Texas,TX,Houston,172.4429,81079000,22,9,Houston,Software,5
43897,2147,150,Douglas Realty,douglas-realty,Maryland,MD,Pasadena,172.0812,3352092,35,3,Baltimore,Real Estate,1
19359,2149,649,Rimini Street,rimini-street,Nevada,NV,Las Vegas,171.883,118818000,1004,8,"Las Vegas-Henderson-Paradise, NV",IT Services,6
20111,2154,140,DealerOn,dealeron,Maryland,MD,Derwood,171.2822,16581158,3,5,"Washington, DC",Advertising & Marketing,6
19897,2156,429,PM Pediatrics,pm-pediatrics,New York,NY,Lake Success,171.0147,38287843,9,10,New York City,Health,6
21761,2165,9100,Freddy's Frozen Custard & Steakburgers,freddys-frozen-custard-steakburgers,Kansas,KS,Wichita,170.075,267077532,104,11,"Wichita, KS",Food & Beverage,5
21998,2166,283,Ruby Receptionists,ruby-receptionists,Oregon,OR,Portland,169.9049,21215107,10,14,"Portland, OR",Telecommunications,5
20404,2167,163,Orsini Healthcare,orsini-healthcare,Illinois,IL,Elk Grove Village,169.8324,232772935,17,10,Chicago,Health,6
2680,2171,234,T2 Systems,t2-systems,Indiana,IN,Indianapolis,169.3663,67118000,81,9,"Indianapolis, IN",Software,8
43909,2186,1262,Bay Equity Home Loans,bay-equity-home-loans,California,CA,Sausalito,168.4235,97513040,4,2,San Francisco,Financial Services,1
23945,2195,160,lawn butler,lawn-butler,Utah,UT,CENTERVILLE,167.3069,6882926,204,20,"Ogden-Clearfield, UT",Construction,4
922,2196,290,Sevatec,sevatec,Virginia,VA,Fairfax,167.1912,82373367,3,7,"Washington, DC",Government Services,7
38117,2200,149,Broadvoice,broadvoice,California,CA,Northridge,166.6985,41779244,2,14,Los Angeles,Telecommunications,2
23715,2202,108,Copper River IT,copper-river-it,Virginia,VA,Chantilly,166.6735,146178523,3,8,"Washington, DC",IT Services,4
43912,2205,350,Houston Interests,houston-interests,Oklahoma,OK,Tulsa,166.3629,126513450,841,24,"Tulsa, OK",Engineering,1
22784,2206,525,Isagenix,isagenix,Arizona,AZ,Gilbert,166.1081,889703000,46,10,Phoenix,Health,10
43913,2209,111,Balsam Hill,balsam-hill,California,CA,Redwood City,166.0613,92294000,4,18,San Francisco,Retail,1
22210,2211,141,Human Solutions,human-solutions,District of Columbia,DC,Washington,165.7286,43802009,3,17,"Washington, DC",Business Products & Services,5
25562,2216,478,The Reagor Dykes Auto Group,the-reagor-dykes-auto-group,Texas,TX,Lubbock,165.0913,483320383,886,18,"Lubbock, TX",Retail,3
24989,2223,187,Mid-Atlantic ProTel,mid-atlantic-protel,West Virginia,WV,Martinsburg,164.6336,29360625,26,18,"Hagerstown-Martinsburg, MD-WV",Retail,3
24970,2227,198,Bizfi,bizfi,New York,NY,New York,164.3743,79886000,9,2,New York City,Financial Services,3
24461,2228,1827,NorthStar Anesthesia,northstar-anesthesia,Texas,TX,Irving,164.3167,343214872,8,10,Dallas,Health,3
1215,2229,1579,Universal Plant Services,universal-plant-services,Texas,TX,Deer Park,164.2147,328637000,22,16,Houston,Energy,5
17771,2230,350,Chameleon Integrated Services,chameleon-integrated-services,Missouri,MO,St Louis,163.536,21862499,74,8,"St. Louis, MO-IL",IT Services,3
23515,2236,979,Eating Recovery Center,eating-recovery-center,Colorado,CO,Denver,162.819,115410631,30,10,Denver,Health,4
43918,2238,153,Wonderbox Technologies,wonderbox-technologies,Wisconsin,WI,Mequon,162.3846,19055398,27,9,"Milwaukee-Waukesha-West Allis, WI",Software,1
23047,2240,460,OpenX,openx,California,CA,Pasadena,162.288,141240500,2,5,Los Angeles,Advertising & Marketing,3
19278,2243,7000,Smashburger,smashburger,Colorado,CO,Denver,161.9996,194669116,30,11,Denver,Food & Beverage,6
25920,2249,131,Strive Physical Therapy,strive-physical-therapy,New Jersey,NJ,Mt. Laurel,161.8249,10483120,49,10,Philadelphia,Health,2
43924,2255,198,ITRenew,itrenew,California,CA,Newark,160.9495,72274104,4,8,San Francisco,IT Services,1
43925,2256,179,United Software Group,united-software-group,Ohio,OH,Dublin,160.9026,42316117,19,8,"Columbus, OH",IT Services,1
1773,2258,1196,Conservice,conservice,Utah,UT,Logan,160.728,107538188,186,16,"Logan, UT-ID",Energy,9
18579,2262,170,Kobie Marketing,kobie-marketing,Florida,FL,St. Petersburg,160.6142,45040581,7,5,Tampa,Advertising & Marketing,7
21499,2266,251,LeafFilter North,leaffilter-north,Ohio,OH,Hudson,160.2564,87905784,34,20,"Akron, OH",Construction,5
21639,2267,1165,Chetu,chetu,Florida,FL,Plantation,160.2291,31505576,1,9,Miami,Software,5
